Arc time (s)	Amperage (A)	Voltage (V)	Wire feed speed (in/min)	WeldScore (%)	Global scale factor	True Energy (J)
7.469	79.6	15.6	178	0.0	-0.2450	9119
7.719	78.8	15.8	180	0.0	-0.2888	9366
7.969	78.1	15.7	180	0.0	-0.3235	9732
8.219	77.3	15.7	180	0.0	-0.3070	9972
8.453	79.7	15.7	180	0.0	-0.2938	10343
8.703	79.0	15.7	180	0.0	-0.2974	10589
8.938	77.8	15.7	179	0.0	-0.3011	10951
9.188	78.4	15.6	178	0.0	-0.3483	11193
9.422	78.3	15.7	179	0.0	-0.3525	11436
9.657	77.8	15.6	179	0.0	-0.3603	11791
9.891	76.9	15.6	178	0.0	-0.3626	12030
10.125	76.5	15.7	178	0.0	-0.3693	12266
10.375	76.3	15.7	179	0.0	-0.3810	12624
10.610	76.8	15.7	179	0.0	-0.3473	12859
10.844	76.8	15.7	175	0.0	-0.3654	13214
11.078	75.8	15.7	179	0.0	-0.3723	13448
11.313	75.1	15.7	179	0.0	-0.3901	13681
11.563	74.2	15.7	179	0.0	-0.3702	14021
11.797	74.6	15.6	179	0.0	-0.4007	14252
12.032	77.7	15.4	178	0.0	-0.3854	14485
12.266	74.2	15.0	178	0.0	-0.3433	14816
12.516	78.1	15.2	179	0.0	-0.3462	15046
12.750	79.0	15.4	178	0.0	-0.2924	15409
12.985	76.4	15.4	180	0.0	-0.3047	15652
13.219	75.4	15.6	179	0.0	-0.2930	15888
13.453	75.2	15.6	179	0.0	-0.3286	16235
13.688	76.3	15.7	178	0.0	-0.3389	16471
13.922	78.7	15.4	179	0.0	-0.3196	16714
14.157	76.3	15.4	180	0.0	-0.3012	17065
14.391	76.1	15.5	179	0.0	-0.2748	17299
14.625	76.4	15.5	178	0.0	-0.3086	17538
14.860	76.4	15.5	179	0.0	-0.2841	17891
15.094	77.9	15.4	179	0.0	-0.2634	18139
15.328	77.9	15.4	178	0.0	-0.2933	18378
15.563	78.3	15.4	180	0.0	-0.2626	18736
15.797	78.4	15.5	178	0.0	-0.2746	18986
16.047	79.1	15.5	179	0.0	-0.2487	19352
16.297	78.3	15.4	180	0.0	-0.2096	19598
16.516	78.9	15.3	179	0.0	-0.2405	19838
16.750	79.5	15.5	180	0.0	-0.2525	20211
16.985	79.5	15.6	179	0.0	-0.1998	20461
17.235	79.4	15.6	177	0.0	-0.2256	20835
17.485	80.9	15.5	179	0.0	-0.2342	21089
17.719	81.7	15.5	179	0.0	-0.2279	21341
6/23/2025 12:53:46 PM
0.000	17.1	24.2	188	0.0	-0.3869	42
0.281	68.7	22.9	178	0.0	-0.1811	442
0.515	80.1	16.3	178	0.0	-0.2527	689
0.765	78.8	15.6	179	0.0	-0.2447	1053
1.000	78.9	15.7	179	0.0	-0.2639	1296
1.234	78.0	15.4	180	0.0	-0.2211	1664
1.500	79.2	15.3	180	0.0	-0.2382	1908
1.734	79.4	15.6	179	0.0	-0.2052	2271
1.968	77.9	15.8	178	0.0	-0.2324	2517
2.218	78.2	15.9	179	0.0	-0.2914	2766
2.453	78.1	15.9	178	0.0	-0.2959	3127
2.703	76.2	15.8	179	0.0	-0.2793	3367
2.937	76.8	15.6	179	0.0	-0.2607	3726
3.187	77.4	15.6	178	0.0	-0.2612	3969
3.437	77.2	15.5	179	0.0	-0.2423	4330
3.672	77.8	15.6	179	0.0	-0.3124	4572
3.922	77.4	15.7	179	0.0	-0.3235	4810
4.156	77.1	15.8	179	0.0	-0.3375	5175
4.390	76.6	15.9	179	0.0	-0.3452	5411
4.640	76.6	15.8	180	0.0	-0.3723	5773
4.875	76.8	15.7	180	0.0	-0.3546	6011
5.109	78.1	15.5	179	0.0	-0.3155	6248
5.343	79.0	15.6	180	0.0	-0.3654	6618
5.578	78.7	15.6	179	0.0	-0.3828	6861
5.812	78.0	15.7	179	0.0	-0.3668	7101
6.047	78.7	15.6	179	0.0	-0.3742	7462
6.281	78.6	15.6	177	0.0	-0.3802	7706
6.515	77.9	15.6	179	0.0	-0.3556	7946
6.750	78.2	15.6	178	0.0	-0.3761	8307
6.984	78.8	15.6	179	0.0	-0.3461	8550
7.234	79.4	15.5	177	0.0	-0.3522	8918
7.468	78.8	15.6	178	0.0	-0.3822	9157
7.734	78.9	15.6	179	0.0	-0.3635	9525
7.984	78.7	15.6	179	0.0	-0.3714	9766
8.218	79.1	15.6	179	0.0	-0.3840	10007
8.453	78.6	15.6	179	0.0	-0.3677	10370
8.703	77.7	15.6	179	0.0	-0.3954	10610
8.937	76.3	15.7	180	0.0	-0.3644	10961
9.172	79.1	15.2	179	0.0	-0.3606	11196
9.406	80.3	15.1	179	0.0	-0.3392	11444
9.640	76.9	15.5	179	0.0	-0.3236	11779
9.875	74.7	15.6	179	0.0	-0.3107	12010
10.109	74.2	15.6	178	0.0	-0.3120	12241
10.343	74.8	15.7	177	0.0	-0.3609	12587
10.578	75.8	15.7	180	0.0	-0.3725	12823
10.812	75.7	15.7	179	0.0	-0.3922	13061
11.047	75.1	15.8	178	0.0	-0.3852	13407
11.281	73.8	15.9	178	0.0	-0.4059	13634
11.515	74.2	15.7	178	0.0	-0.4212	13863
11.781	74.7	15.4	181	0.0	-0.3628	14201
12.015	75.9	15.1	180	0.0	-0.3046	14429
12.250	76.7	14.9	179	0.0	-0.2992	14771
12.484	80.3	14.7	178	0.0	-0.2941	15008
12.718	79.9	15.1	179	0.0	-0.2107	15254
12.968	77.7	15.4	180	0.0	-0.2472	15610
13.203	76.6	15.7	179	0.0	-0.2936	15848
13.453	75.4	15.6	179	0.0	-0.2336	16199
13.687	76.3	15.4	179	0.0	-0.1893	16430
13.922	76.9	15.2	179	0.0	-0.2242	16664
14.156	77.4	15.2	179	0.0	-0.1549	17023
14.406	78.4	15.2	179	0.0	-0.1914	17267
14.640	78.0	15.1	178	0.0	-0.1859	17635
14.859	79.4	15.3	178	0.0	-0.1358	17880
15.109	80.3	15.4	179	0.0	-0.1277	18136
15.343	78.6	15.3	179	0.0	-0.1455	18489
15.593	78.8	15.5	179	0.0	-0.0863	18749
15.828	78.2	15.6	178	0.0	-0.1444	19123
16.062	78.5	15.6	178	0.0	-0.1582	19367
16.297	80.7	15.6	179	0.0	-0.1365	19625
16.547	80.7	15.6	179	0.0	-0.1715	20000
16.797	78.9	15.7	180	0.0	-0.1953	20249
17.015	79.4	15.7	179	0.0	-0.1272	20501
17.250	79.4	15.8	179	0.0	-0.1950	20879
17.484	77.6	15.9	179	0.0	-0.2092	21130
17.734	76.7	15.9	179	0.0	-0.2414	21496
6/23/2025 12:57:04 PM
0.000	8.7	15.6	140	0.0	-0.0376	0
0.265	76.8	21.7	161	0.0	-0.0639	498
0.515	80.5	17.0	177	0.0	-0.1501	750
0.750	77.6	16.1	179	0.0	-0.1617	1126
0.984	77.0	16.1	179	0.0	-0.2142	1374
1.218	76.9	15.9	179	0.0	-0.1911	1620
1.453	77.3	15.6	179	0.0	-0.1043	1984
1.687	81.0	15.8	180	0.0	-0.2362	2238
1.922	80.0	15.8	179	0.0	-0.2363	2501
2.172	77.0	15.9	178	0.0	-0.2327	2857
2.406	75.7	15.9	179	0.0	-0.2555	3098
2.625	76.2	15.9	178	0.0	-0.2869	3347
2.875	76.2	15.9	179	0.0	-0.3210	3703
3.109	76.5	15.9	180	0.0	-0.2994	3943
3.343	77.7	15.8	179	0.0	-0.3380	4309
3.562	77.6	15.7	178	0.0	-0.3412	4548
3.812	78.2	15.7	179	0.0	-0.3556	4797
4.062	75.3	15.7	179	0.0	-0.3662	5143
4.312	75.7	15.8	181	0.0	-0.3778	5378
4.547	76.2	15.8	178	0.0	-0.3669	5734
4.781	76.8	15.7	179	0.0	-0.3832	5968
5.015	75.9	15.6	180	0.0	-0.3992	6203
5.265	75.6	15.7	179	0.0	-0.3948	6553
5.515	75.9	15.7	179	0.0	-0.3719	6788
5.750	76.9	15.7	179	0.0	-0.4100	7144
5.984	77.7	15.6	179	0.0	-0.4092	7384
6.234	79.1	15.4	178	0.0	-0.3885	7626
6.484	79.2	15.4	180	0.0	-0.3480	7986
6.734	77.7	15.5	178	0.0	-0.3652	8221
6.968	76.6	15.6	179	0.0	-0.3630	8573
7.203	75.7	15.7	180	0.0	-0.3618	8808
7.437	77.4	15.6	180	0.0	-0.3954	9051
7.672	79.1	15.5	179	0.0	-0.3787	9408
7.906	79.6	15.5	179	0.0	-0.3613	9650
8.140	79.1	15.5	179	0.0	-0.3686	10012
8.375	79.4	15.5	180	0.0	-0.3658	10256
8.609	78.6	15.5	180	0.0	-0.3733	10495
8.859	77.4	15.6	179	0.0	-0.3691	10854
9.078	79.6	15.4	179	0.0	-0.3439	11098
9.312	80.3	15.3	179	0.0	-0.3571	11341
9.547	79.3	15.4	178	0.0	-0.3350	11705
9.781	78.4	15.3	178	0.0	-0.2868	11938
10.015	77.0	15.3	178	0.0	-0.3117	12178
10.250	77.6	15.3	179	0.0	-0.3016	12535
10.500	77.4	15.3	179	0.0	-0.2373	12770
10.750	77.3	15.4	179	0.0	-0.2482	13129
10.984	78.4	15.4	179	0.0	-0.2257	13378
11.218	76.7	15.2	179	0.0	-0.2014	13609
11.468	77.0	15.3	179	0.0	-0.1798	13966
11.718	77.1	15.5	179	0.0	-0.1765	14213
11.968	77.5	15.5	178	0.0	-0.2421	14575
12.203	76.6	15.5	180	0.0	-0.1881	14803
12.453	77.6	15.5	179	0.0	-0.1982	15165
12.703	79.9	15.4	178	0.0	-0.1621	15422
12.937	78.9	15.5	178	0.0	-0.1609	15665
13.187	78.3	15.5	178	0.0	-0.1722	16033
13.422	78.5	15.5	178	0.0	-0.2094	16277
13.672	76.8	15.4	179	0.0	-0.1615	16631
13.922	78.9	15.4	179	0.0	-0.1001	16881
14.172	78.5	15.4	178	0.0	-0.1812	17249
14.406	78.9	15.5	177	0.0	-0.1500	17488
14.640	79.3	15.5	179	0.0	-0.1319	17868
14.875	78.5	15.4	180	0.0	-0.1009	18112
15.125	78.8	15.4	180	0.0	-0.0524	18358
15.359	79.1	15.3	180	0.0	-0.1409	18730
15.593	80.3	15.4	179	0.0	-0.0837	18981
15.828	81.6	15.5	182	0.0	-0.0761	19239
16.078	80.8	15.5	180	0.0	-0.0799	19621
16.343	80.9	15.6	179	0.0	-0.0726	20007
16.578	80.9	15.6	178	0.0	-0.0628	20261
16.812	81.3	15.5	180	0.0	-0.1137	20513
17.047	82.6	15.5	178	0.0	-0.1311	20910
17.297	81.8	15.5	179	0.0	-0.0913	21165
17.515	78.6	15.4	180	0.0	-0.1042	21414
17.750	74.9	15.2	178	0.0	-0.0735	21762
6/23/2025 1:00:22 PM
0.000	14.0	18.3	157	0.0	-0.0335	178
0.296	77.1	21.0	171	0.0	-0.0323	565
0.546	81.4	16.4	178	0.0	-0.1193	822
0.765	78.4	15.9	179	0.0	-0.1347	1078
1.000	78.0	16.1	180	0.0	-0.1573	1460
1.250	78.8	16.0	180	0.0	-0.1686	1711
1.531	78.3	16.0	179	0.0	-0.1821	2078
1.781	77.0	16.0	180	0.0	-0.2257	2324
2.015	78.0	15.9	179	0.0	-0.2135	2700
2.234	77.6	15.9	178	0.0	-0.2595	2946
2.468	76.9	15.9	179	0.0	-0.2532	3185
2.718	75.4	16.0	179	0.0	-0.3074	3548
2.968	75.2	16.0	180	0.0	-0.2958	3791
3.218	74.9	15.9	179	0.0	-0.3314	4143
3.453	75.8	15.8	179	0.0	-0.3541	4380
3.687	75.5	15.7	179	0.0	-0.3531	4616
3.937	75.1	15.6	177	0.0	-0.3302	4966
4.187	74.6	15.6	179	0.0	-0.3141	5204
4.421	77.0	15.6	174	0.0	-0.3699	5558
4.671	76.1	15.7	179	0.0	-0.3681	5791
4.921	75.3	15.7	179	0.0	-0.3785	6142
5.171	76.6	15.7	178	0.0	-0.3624	6383
5.406	76.9	15.7	179	0.0	-0.3970	6741
5.640	77.6	15.7	180	0.0	-0.3543	6978
5.890	77.4	15.5	179	0.0	-0.3789	7215
6.125	77.1	15.5	179	0.0	-0.3625	7573
6.390	77.6	15.6	180	0.0	-0.3707	7811
6.640	77.7	15.6	179	0.0	-0.3592	8172
6.890	76.9	15.7	179	0.0	-0.3736	8405
7.109	77.5	15.6	179	0.0	-0.3874	8758
7.343	78.3	15.6	179	0.0	-0.3882	8998
7.593	78.5	15.5	179	0.0	-0.3957	9242
7.828	77.3	15.6	178	0.0	-0.4026	9597
8.046	76.3	15.7	179	0.0	-0.4025	9830
8.281	76.2	15.6	179	0.0	-0.4121	10066
8.515	76.5	15.6	179	0.0	-0.3554	10414
8.765	75.1	15.6	179	0.0	-0.3990	10648
9.000	75.0	15.6	179	0.0	-0.3929	10994
9.250	77.1	15.6	179	0.0	-0.3617	11234
9.468	76.6	15.5	178	0.0	-0.3775	11465
9.703	76.0	15.6	179	0.0	-0.4021	11814
9.953	74.4	15.2	179	0.0	-0.3256	12029
10.218	75.0	15.2	179	0.0	-0.2979	12375
10.453	75.1	15.2	180	0.0	-0.3331	12597
10.687	74.8	15.3	179	0.0	-0.2934	12825
10.921	75.7	15.3	180	0.0	-0.3101	13175
11.171	75.1	15.5	179	0.0	-0.3117	13396
11.421	74.7	15.6	179	0.0	-0.3182	13749
11.671	74.7	15.6	178	0.0	-0.2514	13978
11.906	73.6	15.5	179	0.0	-0.3023	14313
12.140	74.3	15.4	180	0.0	-0.2893	14547
12.375	75.5	15.4	179	0.0	-0.2803	14777
12.609	76.3	15.5	177	0.0	-0.2390	15130
12.859	76.3	15.5	179	0.0	-0.2518	15361
13.078	76.4	15.4	178	0.0	-0.2004	15601
13.312	77.2	15.3	179	0.0	-0.2376	15957
13.562	77.4	15.3	178	0.0	-0.2206	16196
13.812	77.0	15.3	179	0.0	-0.2246	16560
14.046	76.3	15.2	180	0.0	-0.1924	16794
14.281	76.0	15.2	178	0.0	-0.1028	17028
14.515	76.9	15.3	178	0.0	-0.1389	17390
14.781	79.3	15.1	178	0.0	-0.0378	17642
15.015	83.5	15.2	179	0.0	-0.0865	18022
15.250	82.6	15.3	179	0.0	-0.0600	18287
15.484	79.6	15.4	180	0.0	-0.1015	18528
15.718	79.4	15.5	178	0.0	-0.0111	18904
15.968	79.1	15.5	179	0.0	-0.0305	19154
16.203	80.5	15.5	180	0.0	-0.0956	19543
16.453	81.7	15.4	178	0.0	-0.0958	19801
16.687	80.7	15.5	178	0.0	-0.0988	20054
16.921	79.3	15.5	179	0.0	-0.0842	20424
17.171	79.5	15.4	179	0.0	-0.0141	20685
17.421	80.2	15.3	179	0.0	-0.0686	21061
17.640	80.5	15.3	179	0.0	-0.0452	21311
17.875	80.1	15.4	0	0.0	0.1210	21577
6/23/2025 1:05:40 PM
0.000	23.6	23.2	217	0.0	-0.0085	63
0.297	80.7	20.9	179	0.0	-0.0263	527
0.515	82.0	16.3	177	0.0	-0.0466	790
0.750	80.0	15.8	179	0.0	-0.1052	1179
0.984	79.4	16.1	179	0.0	-0.1295	1436
1.218	79.3	16.1	182	0.0	-0.1628	1691
1.468	78.8	16.0	179	0.0	-0.1945	2074
1.703	77.4	15.9	178	0.0	-0.1629	2323
1.937	78.4	15.9	178	0.0	-0.1798	2572
2.172	78.7	16.0	177	0.0	-0.2006	2941
2.406	78.1	16.0	180	0.0	-0.2439	3191
2.656	78.2	15.9	179	0.0	-0.2085	3569
2.890	76.7	15.8	178	0.0	-0.2546	3801
3.125	75.9	15.9	180	0.0	-0.3076	4041
3.359	76.6	15.9	179	0.0	-0.3235	4402
3.640	80.3	15.6	180	0.0	-0.2700	4774
3.875	77.4	15.2	179	0.0	-0.2301	5001
4.125	79.1	15.3	179	0.0	-0.2645	5243
4.343	79.0	15.4	179	0.0	-0.2288	5604
4.593	77.1	15.4	179	0.0	-0.2091	5843
4.828	77.4	15.4	179	0.0	-0.2465	6206
5.062	79.1	15.4	180	0.0	-0.1863	6452
5.312	79.7	15.4	178	0.0	-0.2272	6700
5.547	81.0	15.4	178	0.0	-0.2023	7070
5.781	83.1	15.4	179	0.0	-0.2173	7328
6.031	79.5	15.4	181	0.0	-0.1590	7569
6.265	80.3	15.6	179	0.0	-0.1740	7938
6.500	79.8	15.4	178	0.0	-0.1250	8186
6.734	81.0	15.5	179	0.0	-0.1335	8443
6.968	81.0	15.6	180	0.0	-0.2022	8821
7.203	80.4	15.5	181	0.0	-0.1787	9074
7.484	83.5	15.4	180	0.0	-0.1674	9456
7.718	80.0	15.5	178	0.0	-0.1868	9701
7.968	78.3	15.5	179	0.0	-0.1716	10072
8.203	79.4	15.5	178	0.0	-0.1530	10316
8.453	79.4	15.4	178	0.0	-0.1645	10684
8.687	79.1	15.4	180	0.0	-0.1565	10938
8.922	76.6	15.4	179	0.0	-0.1190	11180
9.156	78.9	15.4	178	0.0	-0.1448	11537
9.375	80.0	15.4	179	0.0	-0.0500	11793
9.625	75.6	15.4	179	0.0	-0.1281	12003
9.859	77.8	15.5	180	0.0	-0.1101	12379
10.093	77.6	15.5	179	0.0	-0.1187	12620
10.328	76.5	15.5	178	0.0	-0.0893	12860
10.578	76.8	15.6	179	0.0	-0.1120	13231
10.812	75.5	15.7	180	0.0	-0.0757	13465
11.047	76.6	15.6	179	0.0	-0.1106	13830
11.281	76.2	15.5	178	0.0	-0.0195	14063
11.515	75.5	15.5	178	0.0	-0.1115	14314
11.750	75.0	15.5	178	0.0	-0.0713	14675
12.000	75.7	15.6	178	0.0	-0.0735	14907
12.218	75.6	15.6	180	0.0	-0.1109	15153
12.484	76.6	15.6	179	0.0	-0.0849	15517
12.718	78.1	15.5	179	0.0	-0.1165	15764
12.953	77.2	15.5	179	0.0	-0.0692	16131
13.203	76.8	15.5	179	0.0	-0.1039	16371
13.437	77.1	15.6	180	0.0	-0.1052	16746
13.672	77.0	15.6	179	0.0	-0.1067	16990
13.890	75.9	15.5	180	0.0	-0.0748	17231
14.140	75.0	15.4	180	0.0	-0.0795	17590
14.375	76.9	15.2	179	0.0	-0.0175	17840
14.625	77.9	15.1	178	0.0	0.0626	18075
14.859	79.9	15.3	178	0.0	-0.0350	18463
15.093	79.6	15.6	179	0.0	-0.0305	18727
15.328	79.1	15.7	179	0.0	0.0774	18975
15.609	77.8	15.6	179	0.0	-0.0570	19353
15.843	82.5	15.5	178	0.0	-0.0193	19754
16.078	87.8	15.8	174	0.0	-0.0632	20035
16.297	84.0	15.8	180	0.0	-0.0760	20290
16.531	81.5	15.6	180	0.0	-0.0687	20684
16.781	79.5	15.6	180	0.0	-0.0289	20931
17.031	81.0	15.7	179	0.0	-0.0864	21199
17.281	80.3	15.7	180	0.0	-0.0890	21578
17.515	80.0	15.7	179	0.0	-0.0923	21840
17.734	79.2	15.7	179	0.0	-0.0375	22213
6/23/2025 1:10:58 PM
0.000	32.1	23.3	216	0.0	-0.0343	254
0.281	83.1	19.9	181	0.0	0.0127	632
0.531	83.3	16.1	178	0.0	-0.0275	888
0.766	78.1	15.7	180	0.0	-0.0467	1136
1.000	77.3	15.6	179	0.0	-0.0644	1514
1.235	78.0	15.7	178	0.0	-0.0560	1763
1.469	77.9	15.8	179	0.0	-0.1037	2012
1.719	77.3	15.9	179	0.0	-0.1431	2384
1.969	77.8	15.9	179	0.0	-0.1649	2634
2.219	79.4	15.8	179	0.0	-0.1629	3017
2.453	78.6	15.8	179	0.0	-0.1792	3265
2.688	78.5	15.8	180	0.0	-0.2022	3637
2.922	77.2	15.8	179	0.0	-0.2142	3880
3.188	76.7	15.8	179	0.0	-0.1751	4241
3.422	76.5	15.7	179	0.0	-0.2257	4485
3.656	77.0	15.7	179	0.0	-0.2373	4730
3.906	76.8	15.7	179	0.0	-0.2019	5094
4.141	76.4	15.8	179	0.0	-0.2382	5334
4.391	78.0	15.8	179	0.0	-0.2651	5704
4.641	78.0	15.8	179	0.0	-0.2738	5952
4.891	77.7	15.9	179	0.0	-0.2785	6318
5.125	77.3	15.9	179	0.0	-0.2889	6565
5.391	77.8	15.9	178	0.0	-0.3436	6929
5.641	79.6	15.8	180	0.0	-0.3313	7179
5.860	80.3	15.6	179	0.0	-0.3424	7423
6.094	79.1	15.6	178	0.0	-0.3115	7793
6.328	80.3	15.5	177	0.0	-0.2885	8041
6.563	78.9	15.5	179	0.0	-0.3469	8276
6.813	80.3	15.5	179	0.0	-0.2743	8647
7.047	80.8	15.5	179	0.0	-0.3285	8897
7.281	79.8	15.6	181	0.0	-0.2829	9265
7.531	81.2	15.6	179	0.0	-0.3230	9519
7.766	81.5	15.2	178	0.0	-0.2428	9763
8.000	78.3	15.3	179	0.0	-0.2675	10119
8.235	77.6	15.6	178	0.0	-0.3200	10361
8.453	77.7	15.9	180	0.0	-0.2939	10606
8.703	76.7	15.9	179	0.0	-0.3511	10967
8.938	77.8	15.7	178	0.0	-0.3218	11208
9.203	80.7	15.5	178	0.0	-0.3259	11584
9.422	79.6	15.7	179	0.0	-0.3575	11831
9.656	77.4	15.7	179	0.0	-0.3644	12072
9.906	76.2	15.7	179	0.0	-0.3709	12428
10.156	76.3	15.7	180	0.0	-0.3729	12666
10.391	75.2	15.7	179	0.0	-0.3742	13017
10.625	74.4	15.6	180	0.0	-0.3451	13245
10.860	75.8	15.6	181	0.0	-0.3821	13481
11.094	76.0	15.6	180	0.0	-0.3417	13835
11.328	75.5	15.6	179	0.0	-0.3746	14068
11.594	74.5	15.6	179	0.0	-0.3572	14300
11.828	75.4	15.4	179	0.0	-0.3897	14642
12.063	77.5	15.5	179	0.0	-0.3747	14886
12.297	77.3	15.5	180	0.0	-0.3544	15238
12.531	77.1	15.5	179	0.0	-0.3662	15475
12.797	77.2	15.4	179	0.0	-0.3119	15831
13.031	79.1	15.3	182	0.0	-0.3042	16076
13.266	77.6	15.2	181	0.0	-0.2559	16308
13.500	78.4	15.2	180	0.0	-0.2657	16664
13.766	77.5	15.3	179	0.0	-0.2423	16900
14.016	77.0	15.3	179	0.0	-0.2613	17261
14.235	76.9	15.2	179	0.0	-0.1947	17498
14.469	76.7	15.0	181	0.0	-0.1375	17731
14.703	78.8	14.7	178	0.0	-0.1486	18088
14.953	82.1	15.0	178	0.0	-0.0833	18348
15.203	82.7	15.4	179	0.0	-0.1059	18735
15.422	82.7	15.6	178	0.0	-0.1573	18993
15.656	81.6	15.7	179	0.0	-0.1180	19247
15.906	80.3	15.6	180	0.0	-0.0882	19631
16.156	79.5	15.4	179	0.0	-0.0957	19880
16.406	80.0	15.0	178	0.0	-0.0980	20252
16.625	83.5	15.3	179	0.0	-0.1090	20518
16.860	82.7	15.6	179	0.0	-0.1218	20773
17.094	82.3	15.7	180	0.0	-0.1252	21171
17.344	81.1	15.7	177	0.0	-0.0710	21430
17.563	79.2	15.5	179	0.0	-0.0387	21679
17.797	74.2	15.3	0	0.0	0.1861	22029
6/23/2025 1:21:18 PM
0.000	16.5	28.4	217	0.0	-0.3858	0
0.282	64.1	24.8	180	0.0	-0.3457	377
0.516	81.0	16.1	175	0.0	-0.3912	736
0.750	80.2	15.1	179	0.0	-0.3507	966
0.985	80.4	15.7	179	0.0	-0.3955	1217
1.219	81.1	15.8	179	0.0	-0.4077	1591
1.469	80.4	15.7	178	0.0	-0.4039	1837
1.703	81.5	15.7	179	0.0	-0.3716	2207
1.938	79.8	15.6	181	0.0	-0.3738	2450
2.157	78.8	15.7	179	0.0	-0.4234	2685
2.407	78.8	15.7	177	0.0	-0.4075	3049
2.641	78.9	15.6	178	0.0	-0.4191	3291
2.891	80.9	15.5	179	0.0	-0.4003	3538
3.125	80.2	15.6	179	0.0	-0.4347	3906
3.360	78.2	15.7	178	0.0	-0.4248	4142
3.610	77.7	15.7	179	0.0	-0.4516	4496
3.844	77.1	15.6	178	0.0	-0.4352	4728
4.094	77.0	15.6	178	0.0	-0.4475	5077
4.344	77.7	15.5	179	0.0	-0.4247	5319
4.578	79.1	15.5	179	0.0	-0.4153	5558
4.813	78.2	15.5	179	0.0	-0.4176	5916
5.078	77.5	15.5	178	0.0	-0.4023	6151
5.313	78.0	15.5	183	0.0	-0.4167	6502
5.547	78.0	15.5	181	0.0	-0.4117	6742
5.766	78.2	15.4	179	0.0	-0.4002	6978
6.016	78.7	15.5	178	0.0	-0.4127	7338
6.250	78.1	15.6	179	0.0	-0.4161	7581
6.485	76.2	15.6	178	0.0	-0.4240	7811
6.719	75.4	15.6	179	0.0	-0.4105	8162
6.953	75.1	15.6	180	0.0	-0.4126	8391
7.172	75.1	15.6	179	0.0	-0.4177	8622
7.422	75.7	15.5	179	0.0	-0.3792	8973
7.657	78.1	15.4	179	0.0	-0.3898	9213
7.891	78.4	15.5	179	0.0	-0.4060	9452
8.125	76.9	15.6	179	0.0	-0.4104	9807
8.360	76.1	15.6	180	0.0	-0.3931	10039
8.610	75.9	15.6	180	0.0	-0.3995	10392
8.860	77.2	15.4	179	0.0	-0.3820	10629
9.110	77.9	15.3	180	0.0	-0.3735	10984
9.328	79.4	15.3	179	0.0	-0.3619	11226
9.563	80.1	15.4	179	0.0	-0.3629	11470
9.813	78.9	15.5	178	0.0	-0.3641	11833
10.063	78.4	15.6	178	0.0	-0.3440	12077
10.297	77.9	15.6	179	0.0	-0.3594	12315
6/23/2025 1:24:28 PM
0.000	31.2	23.7	214	0.0	0.0819	139
0.281	82.9	19.5	180	0.0	0.0130	561
0.516	85.4	15.8	178	0.0	0.1276	831
0.750	80.7	15.4	178	0.0	0.0184	1220
0.969	81.1	15.8	179	0.0	0.0089	1490
1.219	83.4	15.8	180	0.0	0.0305	1752
1.453	82.3	15.7	179	0.0	0.0303	2153
1.688	81.7	15.6	179	0.0	0.0880	2413
1.906	80.7	15.4	180	0.0	0.1462	2672
2.156	80.4	15.5	181	0.0	-0.0083	3050
2.391	80.5	15.7	179	0.0	-0.0151	3317
2.641	81.6	15.6	179	0.0	-0.0320	3708
2.875	81.3	15.4	179	0.0	0.0569	3955
3.094	80.9	15.5	178	0.0	0.0960	4216
3.344	80.7	15.5	179	0.0	-0.0288	4611
3.578	80.3	15.6	179	0.0	0.0720	4865
3.813	79.7	15.7	179	0.0	0.0237	5119
4.047	78.3	15.9	180	0.0	-0.0757	5494
4.281	78.8	15.9	180	0.0	0.0097	5757
4.516	79.2	15.6	180	0.0	0.0057	6003
4.750	80.6	15.7	179	0.0	-0.0718	6393
5.000	79.2	15.8	179	0.0	-0.0923	6649
5.250	76.7	15.7	181	0.0	-0.0428	7015
5.485	76.6	15.8	179	0.0	-0.0914	7266
5.735	78.4	15.7	179	0.0	-0.0160	7512
5.985	79.7	15.5	179	0.0	-0.0519	7892
6.203	78.8	15.6	178	0.0	-0.0983	8134
6.438	78.2	15.5	179	0.0	-0.0765	8511
6.672	76.7	15.5	178	0.0	-0.0661	8749
6.922	76.2	15.5	175	0.0	-0.1024	8993
7.172	77.8	15.6	179	0.0	0.0096	9362
7.406	77.6	15.7	178	0.0	-0.1117	9614
7.641	78.3	15.8	179	0.0	-0.1183	9991
7.875	78.7	15.8	180	0.0	-0.0980	10240
8.125	79.2	15.7	179	0.0	-0.0404	10498
8.375	78.3	15.6	178	0.0	-0.1135	10864
8.610	78.5	15.6	179	0.0	-0.0712	11118
8.844	79.0	15.8	179	0.0	-0.1160	11495
9.078	78.1	15.8	179	0.0	-0.1587	11743
9.313	79.1	15.6	178	0.0	-0.1282	11995
9.547	79.9	15.5	179	0.0	-0.1203	12363
9.781	79.9	15.5	179	0.0	-0.1477	12623
10.031	78.9	15.4	179	0.0	-0.1533	12869
10.266	80.5	15.6	179	0.0	-0.1521	13249
10.516	77.3	15.4	0	0.0	-0.0547	13491
6/23/2025 1:27:39 PM
0.000	0.6	11.5	53	0.0	0.0000	0
0.297	79.4	22.1	171	0.0	0.0438	426
0.531	82.6	16.6	178	0.0	-0.0171	790
0.781	79.2	15.4	178	0.0	0.0273	1048
1.047	79.8	15.6	179	0.0	-0.0092	1435
